Institution,Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,availableYear,EndYear
University of Southern California-Information Sciences Institute,internet_address_history_it60w-20140619,0,0,0,0,0,0,0,0,1,1,0,0,2014,2020
"Merit Network, Inc.",Darknet 191/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it62c-20141121,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_census_it46j-20120309,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,rdns_ipv4-20160312,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,internet_address_census_it37c-20101124,0,0,0,0,0,2,1,1,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,usc_lander_passive_active-20060919,0,0,0,0,0,0,0,0,0,0,0,0,2009,2020
Packet Clearing House,PCH - BGP routing table data,0,0,0,0,0,0,0,0,3,2,3,0,2012,2022
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it31c-20100226,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
Packet Clearing House,bdix.woodynet.pch.net,0,0,0,0,0,2,2,0,0,1,0,0,2005,2099
University of Southern California-Information Sciences Institute,internet_address_history_it52w-20130102,0,0,0,0,0,0,0,1,1,1,0,0,2013,2020
University of Southern California-Information Sciences Institute,attack-tcpsyn-20061106,0,0,0,1,2,11,0,1,4,0,1,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it27w-20090727,0,0,0,0,0,0,0,0,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it63c-20150117,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it41c-20110606,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a26c-20161001,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,internet_address_census_it56j-20130917,0,0,0,0,0,0,0,0,2,1,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_census_it39c-20110220,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
"Merit Network, Inc.",netflow-site3,1,0,2,0,0,0,0,0,0,0,0,0,2005,2010
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a20_supplement-20150401,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it22w-20080912,0,0,0,0,0,0,0,0,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it14e-20060914,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it61j-20141002,0,0,0,0,0,0,0,0,0,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_census_it59w-20140410,0,0,0,0,0,0,0,0,0,1,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_census_it35w-20100818,0,0,0,0,0,2,1,2,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,geoloc_5_46_50_58_59_62_108-20120801,0,0,0,0,0,0,0,0,1,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it17w-20070529,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it24c-20090203,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it38w-20110112,0,0,0,0,0,2,0,2,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it26c-20090527,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it58c-20140122,0,0,0,0,0,0,0,0,0,0,0,0,2014,2020
UCSD - Center for Applied Internet Data Analysis,"August 14, 2002 OC48 Peering Point Trace",0,0,0,1,1,3,1,1,4,2,3,1,2005,2020
Packet Clearing House,200paul.woodynet.pch.net.xml,0,0,0,0,0,0,0,0,1,2,1,0,2005,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it21e-20080717,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it47j-20120427,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it35w-20100818,0,0,0,0,1,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it72g-20161003,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,tcp-reset-study-20071107,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Michigan,ims-dabber,1,0,2,2,0,4,2,1,0,0,0,0,2005,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it9-20051214,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_adddress_census_it31w-20100208,0,0,0,0,0,0,0,0,0,0,0,0,2010,2020
University of Wisconsin,BGP Logs,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it28w-20090914,0,0,0,0,0,1,0,0,1,0,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,Two-Days-in-2008 Telescope Dataset,0,0,0,0,0,0,0,0,0,0,5,0,2013,2020
Packet Clearing House,PCH - Routing Prefix Origin Inconsistencies,0,0,0,0,0,0,0,0,1,1,2,0,2012,2021
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it45w-20120215,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it70j-20160602,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Southern California-Information Sciences Institute,internet_address_hitlist_it65w-20150622,0,0,0,0,0,0,0,0,0,3,1,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it36w-20101005,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
Georgia Tech,Conficker Botnet Sinkhole Connection Data,0,0,0,0,0,0,0,2,3,2,1,1,2013,2017
Colorado State University,FRGPContinuousFlowData_sample-20130923,0,0,0,0,0,0,0,0,0,0,1,0,2014,2020
"Merit Network, Inc.",Netflow-2,0,0,0,4,2,5,4,2,7,2,3,3,2008,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it34w-20100707,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it30w-20091223,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it74w-20170222,0,0,0,0,0,0,0,0,0,0,0,2,2017,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a24c-20160401,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Southern California-Information Sciences Institute,internet_address_survey_it4-20050105,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
Packet Clearing House,NCCDC 2014,0,0,0,0,0,0,0,0,2,30,4,0,2014,2024
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it66w-20150911,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it1-20040621,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,ITDK 2012-07,0,0,0,0,0,0,0,2,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it38c-20110127,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,ITDK 2014-04,0,0,0,0,0,0,0,0,0,2,0,0,2014,2020
University of Southern California-Information Sciences Institute,UniformAttack_traces-20070115,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it40w-20110406,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it54w-20130430,0,0,0,0,0,0,0,1,2,1,0,0,2013,2020
University of Southern California-Information Sciences Institute,T-DNS-experiments-20140324,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
