Institution,Name,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,availableYear,EndYear
University of Southern California-Information Sciences Institute,internet_address_census_it50w-20120926,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a24j-20160401,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a24all-20160401,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a16j-20140408,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it56w-20130917,0,0,0,0,0,0,0,0,1,2,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_history_it63w-20150117,0,0,0,0,0,0,0,0,0,1,1,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_census_it58j-20140122,0,0,0,0,0,0,0,0,1,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_census_it68w-20160121,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
UCSD - Center for Applied Internet Data Analysis,"January 15, 2003 OC48 Peering Point Trace",0,0,1,0,0,1,1,1,3,1,1,1,2005,2020
University of Southern California-Information Sciences Institute,internet_address_census_it49c-20120731,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_standing_j-20060425,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a21c-20150702,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a17w-20140701,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_census_it42c-20110712,0,0,0,0,0,0,1,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,usc_lander_ongoing_tracing_scrambled-20120501,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it44j-20111205,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it44w-20111102,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it20w-20080411,0,0,0,0,0,0,0,0,0,1,0,0,2012,2020
Packet Clearing House,netnod.woodynet.pch.net,0,0,0,0,0,1,0,0,1,1,0,0,2005,2099
University of Southern California-Information Sciences Institute,internet_address_census_it57c-20131127,0,0,0,0,0,0,0,0,2,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_census_it43w-20110913,0,0,0,0,0,0,1,1,0,1,0,0,2012,2020
Packet Clearing House,DARPA Scalable Network Monitoring (SNM) Program Traffic,0,0,0,0,0,0,0,14,18,15,10,5,2012,2022
UCSD - Center for Applied Internet Data Analysis,IPv4 2013 census dataset,0,0,0,0,0,0,0,0,0,0,2,1,2016,NULL
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a16w-20140407,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it55c-20130806,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it68c-20160208,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Southern California-Information Sciences Institute,internet_address_census_it29c-20091102,0,0,0,0,0,3,1,1,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it59w-20140410,0,0,0,0,0,0,0,0,0,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_census_it72j-20161003,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
"Merit Network, Inc.",Darknet 179/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
"Merit Network, Inc.",netflow-site2,1,0,2,0,0,0,0,0,0,0,0,0,2005,2010
University of Southern California-Information Sciences Institute,internet_address_census_it66w-20150911,0,0,0,0,0,0,0,0,0,0,1,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_census_it41c-20110520,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a20g-20150401,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it54w-20130430,0,0,0,0,0,0,0,1,0,1,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_census_it57j-20131127,0,0,0,0,0,0,0,0,3,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_census_standing_j-20091102,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020
UCSD - Center for Applied Internet Data Analysis,IPv4 Routed /24 DNS Names Current,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
UCSD - Center for Applied Internet Data Analysis,IPv4 Routed /24 Topology,0,0,0,0,0,0,1,2,0,5,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it49w-20120731,0,0,0,0,0,0,1,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it38c-20110112,0,0,0,0,0,2,1,1,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,geoloc_89_90_96_97_113_126-20120701,0,0,0,0,0,0,0,1,2,0,0,0,2013,2020
University of Michigan,ims-trend-1,1,0,3,2,0,3,1,0,0,0,0,0,2005,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it43w-20110913,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
"Merit Network, Inc.",Darknet 37/8,0,0,0,0,0,0,0,0,2,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it52c-20130116,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,usc_lander_ongoing_tracing_scrambled,0,0,0,0,0,0,0,0,0,0,0,0,1900,2010
University of Southern California-Information Sciences Institute,rdns_ipv4-20151023,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it18w-20070914,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it46w-20120309,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a18g-20141001,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it22e-20080911,0,0,1,0,0,1,0,0,0,0,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,Backscatter-2007,0,0,0,0,0,0,0,0,2,0,4,0,2013,2020
"Merit Network, Inc.",Darknet 102/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,long_flows_D8_2_weeks-20100221,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it67c-20151202,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,Anycast_Enumeration_from_rDNS_to_AS112-20120504,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it26w-20090527,0,0,0,0,0,0,0,0,0,1,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,Border mapping dataset,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it62w-20141105,0,0,0,0,0,0,0,0,0,2,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_census_it70g-20160602,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
UCSD - Center for Applied Internet Data Analysis,IPv6 Topology,0,0,0,0,0,0,0,1,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it35c-20100902,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it45w-20120102,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,usc_lander_active_tracing_scrambled,0,0,0,0,0,0,0,0,0,0,0,0,1900,2010
"Merit Network, Inc.",RADB DDoS 2016,0,0,0,0,0,0,0,0,0,0,14,8,2016,2020
UCSD - Center for Applied Internet Data Analysis,Code Red Dataset,0,0,0,0,0,0,0,0,0,0,0,1,2001,2020
UCSD - Center for Applied Internet Data Analysis,IPv4 Prefix-Probing Current,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
"Merit Network, Inc.",Netflow-3,0,0,0,4,2,5,4,2,7,2,3,3,2008,2020
University of Southern California-Information Sciences Institute,geoloc_196_197_198_199_200_201_204_205_206_207_208_209-20130201,0,0,0,0,0,0,0,0,1,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_census_it55c-20130723,0,0,0,0,0,0,0,0,2,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_census_it69c-20160411,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
"Merit Network, Inc.",NTP DDoS 2014,0,0,0,0,0,0,0,0,3,4,10,7,2014,2017
University of Southern California-Information Sciences Institute,internet_address_hitlist_it64w-20150413,0,0,0,0,0,0,0,0,0,3,0,0,2015,2020
Packet Clearing House,equinix-la.woodynet.pch.net,0,0,0,0,0,1,0,0,1,2,0,0,2005,2099
University of Southern California-Information Sciences Institute,internet_address_census_it32c-20100329,0,0,0,0,0,2,1,1,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it69w-20160411,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Southern California-Information Sciences Institute,internet_address_census_it55j-20130723,0,0,0,0,0,0,0,0,2,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it49j-20120902,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it51w-20121116,0,0,0,0,0,0,0,1,1,2,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a22c-20151001,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it27c-20090727,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
"Merit Network, Inc.",Mirai scanning 2016,0,0,0,0,0,0,0,0,0,0,0,3,2017,2020
University of Southern California-Information Sciences Institute,internet_address_census_it64g-20150413,0,0,0,0,0,0,0,0,0,2,0,0,2015,2020
University of Southern California-Information Sciences Institute,geoloc_65_67_77_78_120_123-20120301,0,0,0,0,0,0,0,0,1,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,geoloc_71_88_112-20120101,0,0,0,0,0,0,0,0,1,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_census_it43c-20110913,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
Test Data Provider 3,Test Dataset 3 - Restricted Commercial,0,0,0,0,0,0,0,0,0,0,0,0,2015,NULL
University of Southern California-Information Sciences Institute,internet_address_history_it62w-20141105,0,0,0,0,0,0,0,0,0,2,1,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_census_it39w-20110220,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it51j-20121217,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it70w-20160602,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Wisconsin,US Long-haul Infrastructure Topology,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it27w-20090727,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it42w-20110726,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it49w-20120802,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it36w-20101005,0,0,0,0,1,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it53j-20130326,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,attack-udp22-20061106,0,0,0,0,2,10,3,2,4,0,1,0,2012,2020
University of Michigan,ims-tcp6101_veritas,0,0,3,2,0,4,3,0,0,0,0,0,2005,2020
University of Southern California-Information Sciences Institute,attack-servpath-udp22-20061106,0,0,2,3,0,0,0,0,0,0,0,0,2008,2020
University of Southern California-Information Sciences Institute,internet_address_census_it47w-20120427,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it43w-20110913,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a12all-20130424,0,0,0,0,0,0,0,0,0,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,as_to_org_mapping_inferred_truth-20110901,0,0,0,0,0,0,0,1,1,4,0,0,2013,2020
Test Data Provider 1,Test Dataset 1 - Restricted Commercial,0,0,0,0,0,0,0,0,0,0,0,1,2015,NULL
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it47j-20120529,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,CAIDA Anonymized 2007 Internet Traces,0,0,0,0,0,1,0,0,0,0,0,0,2008,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it48w-20120615,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Michigan,ims-sasser,1,0,2,2,0,4,2,1,1,0,0,0,2005,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a17all-20140701,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
Georgia Tech,Kraken Botnet Sinkhole Connection Data,0,0,0,0,0,0,0,2,2,2,3,1,2013,2017
University of Southern California-Information Sciences Institute,internet_address_survey_tcp1-20031120,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it34w-20100707,0,0,0,0,1,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it63w-20150117,0,0,0,0,0,0,0,0,0,1,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a18c-20141001,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
"Merit Network, Inc.",DNS AMPL DDOS DEC2015,0,0,0,0,0,0,0,0,0,0,12,7,2016,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a12w-20130424,0,0,0,0,0,0,0,0,0,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_census_it40c-20110406,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
"Merit Network, Inc.",SIP_scanning_2016 ,0,0,0,0,0,0,0,0,0,0,1,2,2016,2020
"Merit Network, Inc.",Darknet 50/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
"Merit Network, Inc.",Darknet 39/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a12j-20130424,0,0,0,0,0,0,0,0,0,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_history_it48w-20120615,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
"Merit Network, Inc.",Darknet 105/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it24w-20090203,0,0,0,0,0,0,0,0,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it66c-20150911,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a26g-20161001,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,internet_address_census_it73g-20161216,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,internet_address_census_it69g-20160411,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
Test Data Provider 1,Test Dataset 1 - Restricted Non-Commercial,0,0,0,0,0,0,0,0,0,0,0,0,2015,NULL
University of Southern California-Information Sciences Institute,internet_address_census_it67w-20151202,0,0,0,0,0,0,0,0,0,0,2,0,2016,2020
Georgia Tech,Historical GT Malware Passive DNS Data 2011-2013,0,0,0,0,0,0,0,0,31,30,9,1,2014,2017
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a18all-20141001,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a12_diurnal-20130424,0,0,0,0,0,0,0,0,0,0,0,0,2014,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it26w-20090527,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it53w-20130222,0,0,0,0,0,0,0,1,1,1,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it52w-20130102,0,0,0,0,0,0,0,1,0,1,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it33w-20100514,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it44c-20111102,0,0,0,0,0,0,1,0,0,0,0,0,2012,2020
University of Wisconsin,Internet Atlas,0,0,0,0,0,0,0,0,0,0,0,0,2012,2017
University of Southern California-Information Sciences Institute,internet_address_hitlist_it31w-20100208,0,0,0,0,1,0,0,1,0,1,0,0,2010,2020
University of Southern California-Information Sciences Institute,internet_address_census_it54j-20130430,0,0,0,0,0,0,0,0,2,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it19w-20071218,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it58j-20140301,0,0,0,0,0,0,0,0,0,0,0,0,2014,2020
"Merit Network, Inc.",netflow-site4,1,0,2,0,0,0,0,0,0,0,0,0,2005,2010
University of Southern California-Information Sciences Institute,internet_address_survey_it12w-20060413,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it7-20050902,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it43j-20111012,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it46c-20120329,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it63g-20150117,0,0,0,0,0,0,0,0,0,1,0,0,2015,2020
Packet Clearing House,Insider Threat Data Corpus,0,0,0,0,0,0,0,0,0,0,0,8,2017,2027
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it19w-20080208,0,0,0,0,0,0,0,0,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,as_to_org_mapping_inferred_truth-20100507,0,0,0,0,0,5,2,2,1,5,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a27g-20170101,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,internet_address_census_it52j-20130102,0,0,0,0,0,0,0,0,1,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it65c-20150706,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
"Merit Network, Inc.",Darknet 104/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_history_it58w-20140122,0,0,0,0,0,0,0,0,1,1,0,0,2014,2020
University of Southern California-Information Sciences Institute,DITL_I2-20080317,0,0,1,0,0,4,1,1,2,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_history_it43w-20110913,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a22w-20151001,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
"Merit Network, Inc.",Darknet 45/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it41w-20110520,0,0,0,0,0,1,0,1,0,1,0,0,2012,2020
Georgia Tech,GT Malware Passive DNS Data Daily Feed,0,0,0,0,0,0,0,0,0,136,31,8,2015,2017
University of Southern California-Information Sciences Institute,internet_address_history_it51w-20121116,0,0,0,0,0,0,0,1,1,1,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it44c-20111116,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Michigan,ims-bagle_backdoor,1,0,2,2,0,4,2,0,0,0,1,0,2005,2020
University of Southern California-Information Sciences Institute,internet_address_history_it66w-20150911,0,0,0,0,0,0,0,0,0,1,2,0,2015,2020
"Merit Network, Inc.",Darknet 223/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,as_to_org_mapping_subsidiary_linkage-20101019,0,0,0,0,0,0,0,1,1,4,0,0,2013,2020
UCSD - Center for Applied Internet Data Analysis,ITDK 2014-12,0,0,0,0,0,0,0,0,0,1,0,0,2015,2020
Test Data Provider 1,Test Dataset 1 - Unrestricted Commercial,0,0,0,0,0,0,0,0,0,0,0,0,2015,NULL
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it74c-20170310,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,internet_address_census_it70c-20160603,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
"Merit Network, Inc.",Darknet 107/8,0,0,0,0,0,0,0,0,2,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it48c-20120629,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it67g-20151202,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it35w-20100818,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
Packet Clearing House,PCH - DNS Query Metadata,0,0,0,0,0,0,1,1,2,3,3,1,2012,2022
UCSD - Center for Applied Internet Data Analysis,"April 24, 2003 OC48 Peering Point Trace",0,0,2,1,1,2,1,1,2,1,5,2,2005,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a19c-20150101,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
"Merit Network, Inc.",Netflow-1,0,0,0,4,3,7,5,3,7,1,7,6,2008,2020
University of Southern California-Information Sciences Institute,internet_address_census_it48c-20120618,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,geoloc_178_186_188_189_202_203-20120201,0,0,0,0,0,0,0,0,1,0,0,0,2013,2020
"Merit Network, Inc.",Darknet 36/8,0,0,0,0,0,0,0,0,1,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it72c-20161003,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
"Merit Network, Inc.",RADb - Routing Assets Database,0,0,0,0,0,0,0,0,0,2,0,0,2013,2020
Packet Clearing House,NCCDC 2015,0,0,0,0,0,0,0,0,0,22,6,0,2015,2025
University of Southern California-Information Sciences Institute,internet_address_census_it64j-20150414,0,0,0,0,0,0,0,0,0,2,0,0,2015,2020
University of Southern California-Information Sciences Institute,internet_address_census_it34w-20100707,0,0,0,0,0,2,1,2,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a15all-20131126,0,0,0,0,0,0,0,0,0,0,0,0,2015,2020
"Merit Network, Inc.",PAM13 dataset (Reputation Block Lists),0,0,0,0,0,0,0,2,0,0,1,0,2013,2017
University of Southern California-Information Sciences Institute,geoloc_193_194_216_217_218_219-20120201,0,0,0,0,0,0,0,0,1,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it6-20050701,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,ITDK 2011-10,0,0,0,0,0,0,0,0,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_hitlist_it37w-20101124,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
"Merit Network, Inc.",Darknet 176/8,0,0,0,0,0,0,0,0,2,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_history_it55w-20130723,0,0,0,0,0,0,0,1,1,1,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_census_it74e-20170222,0,0,0,0,0,0,0,0,0,0,0,0,2017,2020
University of Southern California-Information Sciences Institute,geoloc_1_2_12_14_24_31_121_192_196-20120201,0,0,0,0,0,0,0,0,1,0,0,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_survey_it23e-20081125,0,0,0,0,0,1,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it23w-20081125,0,0,0,0,0,0,0,0,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_history_it50w-20120926,0,0,0,0,0,0,0,1,0,1,0,0,2012,2020
Georgia Tech,Flashback Botnet Sinkhole Connection Data,0,0,0,0,0,0,0,2,2,2,2,0,2013,2017
University of Michigan,ims-witty,1,0,3,3,0,4,2,0,0,0,0,0,2005,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it71c-20160817,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a20all-20150401,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
UCSD - Center for Applied Internet Data Analysis,ITDK 2010-07,0,0,0,0,0,0,0,0,0,1,1,0,2012,2020
"Merit Network, Inc.",Darkhex (6 concurrent /8 collections),0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it32c-20100413,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,ITDK 2010-01,0,0,0,0,0,0,0,0,0,2,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_census_it71c-20160803,0,0,0,0,0,0,0,0,0,0,0,0,2016,NULL
University of Southern California-Information Sciences Institute,internet_address_census_it32w-20100329,0,0,0,0,0,2,1,2,0,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_outage_adaptive_a18j-20141001,0,0,0,0,0,0,0,0,0,0,0,0,2016,2020
University of Southern California-Information Sciences Institute,internet_address_census_it34c-20100707,0,0,0,0,0,2,1,1,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,DoS_80-20110715,0,0,0,0,0,0,2,4,6,1,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it50w-20120926,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
UCSD - Center for Applied Internet Data Analysis,Three Days Of Conficker Dataset,0,0,0,0,0,0,0,0,1,0,6,0,2013,2020
University of Southern California-Information Sciences Institute,internet_address_census_it47c-20120427,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it46j-20120413,0,0,0,0,0,0,0,0,0,0,0,0,2012,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it29w-20091102,0,0,0,0,0,0,0,0,0,1,0,0,2010,2020
University of Southern California-Information Sciences Institute,internet_address_survey_reprobing_it53c-20130311,0,0,0,0,0,0,0,0,0,0,0,0,2013,2020
